"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_rec","D. Metcalf","WR","SEA","SF","2022-12-16T01:15:00Z","4.5","over","-164","undefined","null","null","under","123","undefined","null","null"
"recv_yd","D. Metcalf","WR","SEA","SF","2022-12-16T01:15:00Z","63.5","over","-118","undefined","null","null","under","-116","undefined","null","null"
"pass_att","G. Smith","QB","SEA","SF","2022-12-16T01:15:00Z","34.5","over","-105","undefined","null","null","under","-131","undefined","null","null"
"pass_comp","G. Smith","QB","SEA","SF","2022-12-16T01:15:00Z","20.5","over","-133","undefined","null","null","under","-102","undefined","null","null"
"pass_int","G. Smith","QB","SEA","SF","2022-12-16T01:15:00Z","0.5","over","-151","undefined","null","null","under","111","undefined","null","null"
"pass_td","G. Smith","QB","SEA","SF","2022-12-16T01:15:00Z","1.5","over","118","undefined","null","null","under","-157","undefined","null","null"
"pass_yd","G. Smith","QB","SEA","SF","2022-12-16T01:15:00Z","238.5","over","-107","-0.002676811594203077","null","null","under","-127","-0.07378678414096895","null","null"
"rush_yd","G. Smith","QB","SEA","SF","2022-12-16T01:15:00Z","16.5","over","-112","undefined","null","null","under","-120","undefined","null","null"
"rush_yd","K. Walker III","RB","SEA","SF","2022-12-16T01:15:00Z","49.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","M. Goodwin","WR","SEA","SF","2022-12-16T01:15:00Z","2.5","over","101","undefined","null","null","under","-138","undefined","null","null"
"recv_yd","M. Goodwin","WR","SEA","SF","2022-12-16T01:15:00Z","27.5","over","-118","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","N. Fant","TE","SEA","SF","2022-12-16T01:15:00Z","2.5","over","-142","undefined","null","null","under","107","undefined","null","null"
"recv_yd","N. Fant","TE","SEA","SF","2022-12-16T01:15:00Z","25.5","over","-120","undefined","null","null","under","-111","undefined","null","null"
"recv_rec","T. Lockett","WR","SEA","SF","2022-12-16T01:15:00Z","5.5","over","114","undefined","null","null","under","-151","undefined","null","null"
"recv_yd","T. Lockett","WR","SEA","SF","2022-12-16T01:15:00Z","61.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"recv_rec","W. Dissly","TE","SEA","SF","2022-12-16T01:15:00Z","1.5","over","-190","undefined","null","null","under","140","undefined","null","null"
"recv_yd","W. Dissly","TE","SEA","SF","2022-12-16T01:15:00Z","16.5","over","-110","undefined","null","null","under","-122","undefined","null","null"
"recv_rec","B. Aiyuk","WR","SF","SEA","2022-12-16T01:15:00Z","4.5","over","124","undefined","null","null","under","-166","undefined","null","null"
"recv_yd","B. Aiyuk","WR","SF","SEA","2022-12-16T01:15:00Z","51.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","C. McCaffrey","RB","SF","SEA","2022-12-16T01:15:00Z","4.5","over","-104","undefined","null","null","under","-129","undefined","null","null"
"recv_yd","C. McCaffrey","RB","SF","SEA","2022-12-16T01:15:00Z","35.5","over","-125","undefined","null","null","under","-107","undefined","null","null"
"rush_att","C. McCaffrey","RB","SF","SEA","2022-12-16T01:15:00Z","17.5","over","-124","undefined","null","null","under","-110","undefined","null","null"
"rush_recv_yd","C. McCaffrey","RB","SF","SEA","2022-12-16T01:15:00Z","119.5","over","-122","undefined","null","null","under","-111","undefined","null","null"
"rush_yd","C. McCaffrey","RB","SF","SEA","2022-12-16T01:15:00Z","79.5","over","-115","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","G. Kittle","TE","SF","SEA","2022-12-16T01:15:00Z","3.5","over","-106","undefined","null","null","under","-125","undefined","null","null"
"recv_yd","G. Kittle","TE","SF","SEA","2022-12-16T01:15:00Z","38.5","over","-124","undefined","null","null","under","-109","undefined","null","null"
"recv_yd","J. Jennings","WR","SF","SEA","2022-12-16T01:15:00Z","28.5","over","-113","undefined","null","null","under","-119","undefined","null","null"
"recv_yd","K. Juszczyk","RB","SF","SEA","2022-12-16T01:15:00Z","7.5","over","-110","undefined","null","null","under","-120","undefined","null","null"
"recv_yd","R. McCloud III","WR","SF","SEA","2022-12-16T01:15:00Z","15.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","A. Pierce","WR","IND","MIN","2022-12-17T18:00:00Z","2.5","over","-167","undefined","null","null","under","124","undefined","null","null"
"recv_yd","A. Pierce","WR","IND","MIN","2022-12-17T18:00:00Z","35.5","over","-122","undefined","null","null","under","-110","undefined","null","null"
"recv_rec","J. Taylor","RB","IND","MIN","2022-12-17T18:00:00Z","2.5","over","-182","undefined","null","null","under","133","undefined","null","null"
"recv_yd","J. Taylor","RB","IND","MIN","2022-12-17T18:00:00Z","17.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"rush_att","J. Taylor","RB","IND","MIN","2022-12-17T18:00:00Z","20.5","over","-102","undefined","null","null","under","-131","undefined","null","null"
"rush_recv_yd","J. Taylor","RB","IND","MIN","2022-12-17T18:00:00Z","104.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_yd","J. Taylor","RB","IND","MIN","2022-12-17T18:00:00Z","82.5","over","-116","undefined","null","null","under","-115","undefined","null","null"
"pass_att","M. Ryan","QB","IND","MIN","2022-12-17T18:00:00Z","33.5","over","-131","undefined","null","null","under","-102","undefined","null","null"
"pass_comp","M. Ryan","QB","IND","MIN","2022-12-17T18:00:00Z","22.5","over","-104","undefined","null","null","under","-129","undefined","null","null"
"pass_int","M. Ryan","QB","IND","MIN","2022-12-17T18:00:00Z","0.5","over","-150","undefined","null","null","under","112","undefined","null","null"
"pass_td","M. Ryan","QB","IND","MIN","2022-12-17T18:00:00Z","1.5","over","113","undefined","null","null","under","-152","undefined","null","null"
"pass_yd","M. Ryan","QB","IND","MIN","2022-12-17T18:00:00Z","254.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_yd","M. Ryan","QB","IND","MIN","2022-12-17T18:00:00Z","3.5","over","-106","undefined","null","null","under","-126","undefined","null","null"
"recv_rec","M. Pittman Jr.","WR","IND","MIN","2022-12-17T18:00:00Z","5.5","over","-122","undefined","null","null","under","-110","undefined","null","null"
"recv_yd","M. Pittman Jr.","WR","IND","MIN","2022-12-17T18:00:00Z","66.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_rec","P. Campbell","WR","IND","MIN","2022-12-17T18:00:00Z","3.5","over","-130","undefined","null","null","under","-102","undefined","null","null"
"recv_yd","P. Campbell","WR","IND","MIN","2022-12-17T18:00:00Z","42.5","over","-116","undefined","null","null","under","-115","undefined","null","null"
"recv_rec","A. Thielen","WR","MIN","IND","2022-12-17T18:00:00Z","4.5","over","-110","undefined","null","null","under","-122","undefined","null","null"
"recv_yd","A. Thielen","WR","MIN","IND","2022-12-17T18:00:00Z","52.5","over","-119","undefined","null","null","under","-113","undefined","null","null"
